1554	São Paulo	São Paulo	Brazil
1555	Saín Alto	Zacatecas	Mexico
1556	Chalchihuites	Zacatecas	Mexico
1557	Cuenca (Santa Ana de los Cuatro Rios de Cuenca)	Azuay	Ecuador
1557	Santo Amaro	Bahia	Brazil
1558	Mérida	Mérida	Venezuela
1560	Mogi das Cruzes	São Paulo	Brazil
1560	Ipojuca	Pernambuco	Brazil
1561	Santa Cruz de la Sierra	Santa Cruz	Bolivia
1561	San Cristobal	Táchira	Venezuela
1562	San Juan	San Juan	Argentina
1562	Río Grande	Zacatecas	Mexico
1562	Susticacán	Zacatecas	Mexico
1563	Cartago	Cartago	Costa Rica
1564	São Mateus	Espírito Santo	Brazil
1565	Rio de Janeiro	Rio de Janeiro	Brazil
1565	Saint Augustine	Florida	United States
1565	Tucumán	Tucumán	Argentina
1567	Caracas	Capital District	Venezuela
1568	Mazapil	Zacatecas	Mexico
1568	Goiana	Pernambuco	Brazil
1568	Valaparaíso	Zacatecas	Mexico
1569	Santa Ana	Santa Ana	El Salvador
1570	Jerez	Zacatecas	Mexico
1570	Sombrerete	Zacatecas	Mexico
1571	Cochabamba	Cochabamba	Bolivia
1572	Huancavelica	Huancavelica	Peru
1573	San German	Puerto Rico	United States
1573	Córdoba	Córdoba	Argentina
1573	Santa Fé	Santa Fé	Argentina
1574	Huaraz	Ancash	Peru
1574	Tarija	Tarija Department	Bolivia
1575	Aguascalientes	Aguascalientes	Mexico
1576	León	Guanajuato	Mexico
1577	Juayúa	Sonsonate	El Salvador
1578	Fort-Liberté	Nord-Est	Haiti
1578	Tegucigalpa	Francisco Morazán	Honduras
1579	Coamo	Puerto Rico	United States
1580	Buenos Aires		Argentina
1580	Santo Domingo Xenacoj	Sacatepéquez	Guatemala
1582	Salta	Salta	Argentina
1584	Roanoke	North Carolina	United States
1585	João Pessoa	Paraíba	Brazil
1587	Concepción del Oro	Zacatecas	Mexico
1588	Corrientes	Corrientes	Argentina
1590	São Cristóvão	Sergipe	Brazil
1591	Jiménez del Teul	Zacatecas	Mexico
1591	Juan Aldama	Zacatecas	Mexico
1591	Paudalho	Pernambuco	Brazil
1593	San Salvador de Jujuy	Jujuy	Argentina
1594	Pinos	Zacatecas	Mexico
1594	San Luis	San Luis	Argentina
1596	Monterrey	Nuevo León	Mexico
1596	Villahermosa	Tabasco	Mexico
1597	Portobelo	Colón	Panama
1598	Parras	Coahuila	Mexico
1599	Natal	Rio Grande do Norte	Brazil
1599	Tadoussac	Quebec	Canada
1602	David	Chiriquí Province	Panama
1603	Salamanca	Guanajuato	Mexico
1604	Port Royal	Nova Scotia	Canada
1606	Bayaguana	Monte Plata	Dominican Republic
1606	Ibarra	Imbabura	Ecuador
1606	Oruro	Oruro	Bolivia
1607	Jamestown	Virginia	United States
1608	Quebec City	Quebec	Canada
1609	Fortaleza	Ceará	Brazil
1610	Kecoughtan	Virginia	United States
1610	León	León	Nicaragua
1610	Santa Fe	New Mexico	United States
1610	Harbour Grace	Newfoundland and Labrador	Canada
1611	Marechal Deodoro	Alagoas	Brazil
1612	São Luís	Maranhão	Brazil
1612	St. George's		Bermuda
1613	Penedo	Alagoas	Brazil
1613	Hopewell	Virginia	United States
1614	"Albany, New York"	New York	United States
1614	Sirinhaém	Pernambuco	Brazil
1615	Cabo Frio	Rio de Janeiro	Brazil
1615	Posadas	Misiones	Argentina
1615	Taos	New Mexico	United States
1616	Belém	Pará	Brazil
1616	Medellín	Antioquia	Colombia
1616	Arecibo	Puerto Rico	United States
1617	"Jersey City, New Jersey"	New Jersey	United States
1618	Cabo de Santo Agostinho	Pernambuco	Brazil
1620	Ojocaliente	Zacatecas	Mexico
1620	Plymouth	Massachusetts	United States
1623	Dover	New Hampshire	United States
1623	Gloucester	Massachusetts	United States
1624	Old Road	Saint Christopher	Saint Kitts and Nevis
1624	Villa Soriano	Soriano	Uruguay
1625	New Amsterdam	New York	United States
1625	Quincy	Massachusetts	United States
1626	Salem	Massachusetts	United States
1626	Vitória de Santo Antão	Pernambuco	Brazil
1627	Basseterre	Saint Christopher	Saint Kitts and Nevis
1628	Bridgetown	Saint Michael	Barbados
1630	Boston	Massachusetts	United States
1630	Paramaribo	Paramaribo	Suriname
1630	Speightstown	Saint Peter	Barbados
1631	Biddeford	Maine	United States
1631	Hidalgo del Parral	Chihuahua	Mexico
1631	Saint John	New Brunswick	Canada
1632	Batopilas	Chihuahua	Mexico
1632	Williamsburg	Virginia	United States
1632	St. John's	Antigua	Antigua and Barbuda
1634	Green Bay	Wisconsin	United States
1634	St. Mary's City	Maryland	United States
1634	Trois-Rivières	Quebec	Canada
1634	Willemstad	Curaçao	Netherlands
1635	Concord	Massachusetts	United States
1635	Old Saybrook	Connecticut	United States
1636	Springfield	Massachusetts	United States
1636	Providence	Rhode Island	United States
1637	Hartford	Connecticut	United States
1638	Belize City	Belize	Belize
1638	Fort-de-France		Martinique
1638	New Haven	Connecticut	United States
1638	Wilmington	Delaware	United States
1638	Cambridge	Massachusetts	United States
1639	Rincón de Romos	Aguascalientes	Mexico
1639 (prior to)	St. Marks	Florida	United States
1639	Barnstable	Massachusetts	United States
1639	Bridgeport	Connecticut	United States
1639	Newport	Rhode Island	United States
1642	Montreal	Quebec	Canada
1642	Lexington	Massachusetts	United States
1642	Warwick	Rhode Island	United States
1643	Basse-Terre		Guadeloupe
1643	Dolores Hidalgo	Guanajuato	Mexico
1644	Salvatierra	Guanajuato	Mexico
1646	New London	Connecticut	United States
1648	Alcântara	Maranhão	Brazil
1648	Paranaguá	Paraná	Brazil
1649	Annapolis	Maryland	United States
1650	Castries	Castries	Saint Lucia
1650	Saint George's	Saint George	Grenada
1651	Norwalk	Connecticut	United States
1654	Vieux Fort	Vieux Fort	Saint Lucia
1659	Ciudad Juárez	Chihuahua	Mexico
1659	El Paso	Texas	United States
1660	Charlestown	Nevis	St Kitts & Nevis
1660	Placentia	Newfoundland	Canada
1660	Rye	New York	United States
1664	Cayenne		French Guiana
1665	Port-de-Paix	Nord-Ouest Department	Haiti
1666	Codrington	Barbuda	Antigua and Barbuda
1666	Newark	New Jersey	United States
1667	Paraty	Rio de Janeiro	Brazil
1668	Sault Ste. Marie	Michigan	United States
1670	Boqueirão	Paraíba	Brazil
1670	Cap-Haïtien	Nord	Haiti
1670	Charleston	South Carolina	United States
1672	"Charlotte Amalie, St. Thomas"	U.S. Virgin Islands	United States
1673	Kingston	Ontario	Canada
1673	San José de Gracia	Aguascalientes	Mexico
1673	Worcester	Massachusetts	United States
1674	Cachoeira	Bahia	Brazil
1674	Waterbury	Connecticut	United States
1680	South Orange	New Jersey	United States
1680	Colonia del Sacramento	Colonia	Uruguay
1681	Cockburn Town		Turks and Caicos Islands
1682	Philadelphia	Pennsylvania	United States
1682	Norfolk	Virginia	United States
1682	São Borja	Rio Grande do Sul	Brazil
1683	Dover	Delaware	United States
1685	Escada	Pernambuco	Brazil
1686	Trinidad	Beni Department	Bolivia
1687	New Britain	Connecticut	United States
1687	São Luiz Gonzaga	Rio Grande do Sul	Brazil
1687	São Miguel das Missões	Rio Grande do Sul	Brazil
1687	São Nicolau	Rio Grande do Sul	Brazil
1689	Marigot		Saint Martin
1690	Port of Spain	Trinidad	Trinidad and Tobago
1690	São Lourenço das Missões	Rio Grande do Sul	Brazil
1692	Villanueva	Zacatecas	Mexico
1693	Bom Jesus da Lapa	Bahia	Brazil
1693	Burlington	New Jersey	United States
1693	Curitiba	Paraná	Brazil
1693	Kingston	St Andrew	Jamaica
1695	Nassau	New Providence	Bahamas
1695	Saint-Marc	Artibonite	Haiti
1696	Assú	Rio Grande do Norte	Brazil
1696	Rimouski	Quebec	Canada
1698	Ambato	Tungurahua	Ecuador
1698	Pensacola	Florida	United States
1699	Biloxi	Mississippi	United States
1699	Baton Rouge	Louisiana	United States
1700	Barreiras	Bahia	Brazil
1701	Detroit	Michigan	United States
1701	São João del Rei	Minas Gerais	Brazil
1702	Jesús María	Aguascalientes	Mexico
1702	Mobile	Alabama	United States
1703	Kaskaskia	Illinois	United States
1705	Bath	North Carolina	United States
1706	Albuquerque	New Mexico	United States
1706	Santo Ângelo	Rio Grande do Sul	Brazil
1709	Chihuahua	Chihuahua	Mexico
1710	Chatham	New Jersey	United States
1710	New Bern	North Carolina	United States
1711	Beaufort	South Carolina	United States
1711	Ouro Preto	Minas Gerais	Brazil
1714	Natchitoches	Louisiana	United States
1714	Antonina	Paraná	Brazil
1714	Laguna	Santa Catarina	Brazil
1714	Serro	Minas Gerais	Brazil
1715 (prior to)	Kekionga	Indiana	United States
1716	Natchez	Mississippi	United States
1717	Brejo do Cruz	Paraíba	Brazil
1717	Zacatecas	Zacatecas	Mexico
1717	Westborough	Massachusetts	United States
1718	New Orleans	Louisiana	United States
1718	Rio de Contas	Bahia	Brazil
1718	San Antonio	Texas	United States
1718	Tiradentes	Minas Gerais	Brazil
1719	Trenton	New Jersey	United States
1721	Cortazar	Guanajuato	Mexico
1722	Edenton	North Carolina	United States
1723	Guaynabo	Puerto Rico	United States
1724	Brattleboro	Vermont	United States
1725	Concord	New Hampshire	United States
1726	Florianópolis	Santa Catarina	Brazil
1726	Montevideo	Montevideo	Uruguay
1727	Cuiabá	Mato Grosso	Brazil
1727	Goiás	Goiás	Brazil
1727	Pirenópolis	Goiás	Brazil
1728	Fredericksburg	Virginia	United States
1728	Inhambupe	Bahia	Brazil
1728	Nuuk		Greenland
1729	Baltimore	Maryland	United States
1730	Roseau	Saint George	Dominica
1732	Fredericton	New Brunswick	Canada
1732	Vincennes	Indiana	United States
1733	Morretes	Paraná	Brazil
1733	Pau dos Ferros	Rio Grande do Norte	Brazil
1733	Richmond	Virginia	United States
1733	Savannah	Georgia	United States
1736	Augusta	Georgia	United States
1737	Rio Grande	Rio Grande do Sul	Brazil
1738	Fort Rouge	Manitoba	Canada
1738	San José	San José	Costa Rica
1740	Santa Rosalía de Camargo	Chihuahua	Mexico
1740	Portalegre	Rio Grande do Norte	Brazil
1740	San Felipe de Puerto Plata	Puerto Plata	Dominican Republic
1741	Viamão	Rio Grande do Sul	Brazil
1743	Canguaretama	Rio Grande do Norte	Brazil
1748	Caicó	Rio Grande do Norte	Brazil
1749	Alexandria	Virginia	United States
1749	San Ignacio de Velasco	Santa Cruz Department	Bolivia
1749	Port-au-Prince	Ouest	Haiti
1749	Halifax	Nova Scotia	Canada
1749	Windsor	Ontario	Canada
1751	Manchester	New Hampshire	United States
1752	Buíque	Pernambuco	Brazil
1752	Patos	Paraíba	Brazil
1752	Tubac	Arizona	United States
1754	Augusta	Maine	United States
1755	Charlotte	North Carolina	United States
1756	Salto	Salto	Uruguay
1756	Santa Bárbara de Samaná	Samaná	Dominican Republic
1756	Yauco	Puerto Rico	United States
1757	Estância	Sergipe	Brazil
1758	Pittsburgh	Pennsylvania	United States
1758	Macapá	Amapá	Brazil
1760	Arês	Rio Grande do Norte	Brazil
1760	Sabana de la Mar	Hato Mayor	Dominican Republic
1761	Sacaba	Cochabamba Department	Bolivia
1762	Kingstown	St Vincent	Saint Vincent and the Grenadines
1762	Parnaíba	Piauí	Brazil
1762	Shepherdstown	West Virginia	United States
1762	Allentown	Pennsylvania	United States
1762	Baía da Traição	Paraíba	Brazil
1763	Burlington	Vermont	United States
1763	Pánfilo Natera	Zacatecas	Mexico
1763	Ellsworth	Maine	United States
1763	Philipsburg	Sint Maarten	Netherlands
1763	St. Louis	Missouri	United States
1764	Charlottetown	Prince Edward Island	Canada
1764	Pointe-à-Pitre	Grand Terre	Guadeloupe
1765	Port Elizabeth	Grenadines	Saint Vincent and the Grenadines
1765	Portsmouth	Saint John	Dominica
1767	Ceará-Mirim	Rio Grande do Norte	Brazil
1767	Araioses	Maranhão	Brazil
1769	Elizabethton	Tennessee	United States
1769	Falmouth	Trelawny	Jamaica
1769	San Diego	California	United States
1769	Lapa	Paraná	Brazil
1770	Monterey	California	United States
1770	Araxá	Minas Gerais	Brazil
1771	Calvillo	Aguascalientes	Mexico
1772	Porto Alegre	Rio Grande do Sul	Brazil
1775	Tucson	Arizona	United States
1774	Castro	Paraná	Brazil
1775	Lexington	Kentucky	United States
1775	Boonesborough	Kentucky	United States
1775	São Lourenço da Mata	Pernambuco	Brazil
1776	San Francisco	California	United States
1777	San Jose	California	United States
1778	Corumbá	Mato Grosso do Sul	Brazil
1778	Louisville	Kentucky	United States
1778	San Francisco de Macorís	Duarte	Dominican Republic
1779	Jonesborough	Tennessee	United States
1779	Nashville	Tennessee	United States
1780	Codó	Maranhão	Brazil
1780	Las Matas de Farfán	San Juan	Dominican Republic
1781	Montpelier	Vermont	United States
1781	Los Angeles	California	United States
1782	Catu	Bahia	Brazil
1782	Georgetown	Demerara-Mahaica	Guyana
1783	Vitória da Conquista	Bahia	Brazil
1784	San Fernando	Trinidad	Trinidad and Tobago
1785	Harrisburg	Pennsylvania	United States
1785	North Battleford	Saskatchewan	Canada
1785	Asheville	North Carolina	United States
1785	Gustavia		Saint Barthélemy
1785	Huntington	West Virginia	United States
1785	Sydney	Nova Scotia	Canada
1786	Columbia	South Carolina	United States
1786	Escada	Pernambuco	Brazil
1786	Florissant	Missouri	United States
1786	Frankfort	Kentucky	United States
1786	Portland	Maine	United States
1787	Boa Ventura	Paraíba	Brazil
1788	Marietta	Ohio	United States
1788	Cincinnati	Ohio	United States
1788	Charleston	West Virginia	United States
1788	Mercedes	Soriano	Uruguay
1789	Buffalo	New York	United States
1789	Itambé	Pernambuco	Brazil
1790	Hamilton		Bermuda
1790	Washington	District of Columbia	United States
1791	Jacksonville	Florida	United States
1791	Knoxville	Tennessee	United States
1791	Bangor	Maine	United States
1792	Raleigh	North Carolina	United States
1793	Sherbrooke	Quebec	Canada
1793	Toronto	Ontario	Canada
1794	Fort Wayne	Indiana	United States
1795	Edmonton	Alberta	Canada
1795	Erie	Pennsylvania	United States
1795	Maryville	Tennessee	United States
1796	Cleveland	Ohio	United States
1796	Oranjestad	Aruba	Netherlands
1797	Chaguanas	Trinidad	Trinidad and Tobago
1797	Franklinton	Ohio	United States
1799	Araruama	Rio de Janeiro	Brazil
1800	Hull	Quebec	Canada
1802	Chapadinha	Maranhão	Brazil
1802	Santa Cruz de Barahona	Barahona	Dominican Republic
1803	Chicago	Illinois	United States
1805	Huntsville	Alabama	United States
1807	Hot Springs	Arkansas	United States
1809	Água Preta	Pernambuco	Brazil
1810	Guarapuava	Paraná	Brazil
1810	Manchester	New Hampshire	United States
1810	Pilão Arcado	Bahia	Brazil
1810	San Bernardino	California	United States
1811	Garanhuns	Pernambuco	Brazil
1811	Astoria	Oregon	United States
1812	Columbus	Ohio	United States
1812	Pelotas	Rio Grande do Sul	Brazil
1813	Capela	Sergipe	Brazil
1813	Chisec	Alta Verapaz	Guatemala
1815	Areia	Paraíba	Brazil
1815	Hamilton	Ontario	Canada
1816	Alagoinhas	Bahia	Brazil
1816	Chattanooga	Tennessee	United States
1816	Saginaw	Michigan	United States
1816	Savaneta	Aruba	Netherlands
1817	Fort Smith	Arkansas	United States
1818	Itaguaí	Rio de Janeiro	Brazil
1819	Montgomery	Alabama	United States
1819	Springfield	Illinois	United States
1819	Managua	Managua	Nicaragua
1819	Memphis	Tennessee	United States
1819	Palmeira	Paraná	Brazil
1819	Tuscaloosa	Alabama	United States
1820	Cotegipe	Bahia	Brazil
1821	Little Rock	Arkansas	United States
1821	Indianapolis	Indiana	United States
1821	Jefferson City	Missouri	United States
1821	Decatur	Alabama	United States
1822	Ponta Grossa	Paraná	Brazil
1822	Jackson	Mississippi	United States
1823	Tampa	Florida	United States
1824	Vancouver	Washington	United States
1824	Tallahassee	Florida	United States
1825	Vicksburg	Mississippi	United States
1825	Grand Rapids	Michigan	United States
1825	Syracuse	New York	United States
1826	Ipiranga	Paraná	Brazil
1826	London	Ontario	Canada
1827	Fort Leavenworth	Kansas	United States
1827	St. Andrews	Florida	United States
1831	Greenville	South Carolina	United States
1831	Piracanjuba	Goiás	Brazil
1832	Goianinha	Rio Grande do Norte	Brazil
1828	Key West	Florida	United States
1832	Touros	Rio Grande do Norte	Brazil
1833	Bananeiras	Paraíba	Brazil
1833	Juazeiro	Bahia	Brazil
1833	Kitchener	Ontario	Canada
1833	Milwaukee	Wisconsin	United States
1833	Nazaré da Mata	Pernambuco	Brazil
1833	Rio Formoso	Pernambuco	Brazil
1833	Vassouras	Rio de Janeiro	Brazil
1835	Austin	Texas	United States
1835	Barra do Corda	Maranhão	Brazil
1835	Curupuru	Maranhão	Brazil
1836	Davenport	Iowa	United States
1836	Oshawa	Ontario	Canada
1836	Shreveport	Louisiana	United States
1836	Madison	Wisconsin	United States
1837	Glória do Goitá	Pernambuco	Brazil
1837	Lansing	Michigan	United States
1837	Houston	Texas	United States
1838	Divina Pastora	Sergipe	Brazil
1838	Kansas City	Missouri	United States
1838	St Paul	Minnesota	United States
1839	Santa Rita	Paraíba	Brazil
1840	Summerside	Prince Edward Island	Canada
1841	Cedar Rapids	Iowa	United States
1841	Dallas	Texas	United States
1842	Piatã	Bahia	Brazil
1842	Salem	Oregon	United States
1843	Atlanta	Georgia	United States
1843	Des Moines	Iowa	United States
1843	Stanley	East Falkland	Falkland Islands
1843	Uruguaiana	Rio Grande do Sul	Brazil
1843	Victoria	British Columbia	Canada
1844	Lençóis	Bahia	Brazil
1845	Araruna	Paraíba	Brazil
1845	Portland	Oregon	United States
1847	Alagoa Grande	Paraíba	Brazil
1847	Salt Lake City	Utah	United States
1848	Caruaru	Pernambuco	Brazil
1848	Rio Verde	Goiás	Brazil
1848	Sacramento	California	United States
1849	Provo	Utah	United States
1850	Bytown	Ontario	Canada
1851	San Luis	Colorado	United States
1851	Seattle	Washington	United States
1852	Mossoró	Rio Grande do Norte	Brazil
1852	São José dos Pinhais	Paraná	Brazil
1852	Colón	Colón	Panama
1853	Olympia	Washington	United States
1854	Omaha	Nebraska	United States
1854	Anajatuba	Maranhão	Brazil
1854	Topeka	Kansas	United States
1855	Aracaju	Sergipe	Brazil
1856	Lincoln	Nebraska	United States
1856	O'Fallon	Missouri	United States
1856	Sioux Falls	South Dakota	United States
1857	Boquim	Sergipe	Brazil
1858	Carson City	Nevada	United States
1858	Denver	Colorado	United States
1859	Yankton	South Dakota	United States
1860	Chico	California	United States
1863	Boise	Idaho	United States
1863	Wichita	Kansas	United States
1864	Casper	Wyoming	United States
1864	Helena	Montana	United States
1864	Salinas	California	United States.
1866	Prince Albert	Saskatchewan	Canada
1867	Cheyenne	Wyoming	United States
1867	Gameleira	Pernambuco	Brazil
1867	Minneapolis	Minnesota	United States
1868	Colinas	Maranhão	Brazil
1868	Phoenix	Arizona	United States
1870	Afogados da Ingazeira	Pernambuco	Brazil
1870	Campo Largo	Paraná	Brazil
1870	Puerto Limon	Limon	Costa Rica
1871	Águas Belas	Pernambuco	Brazil
1871	Alto Parnaíba	Maranhão	Brazil
1871	Birmingham	Alabama	United States
1871	Colorado Springs	Colorado	United States
1871	Fargo	North Dakota	United States
1871	Imbituva	Paraná	Brazil
1871	São João do Triunfo	Paraná	Brazil
1872	Anniston	Alabama	United States
1872	Bismarck	North Dakota	United States
1872	Tibagi	Paraná	Brazil
1873	Jaboatão dos Guararapes	Pernambuco	Brazil
1873	Timbaúba	Pernambuco	Brazil
1875	Orlando	Florida	United States
1875	Calgary	Alberta	Canada
1875	Humboldt	Saskatchewan	Canada
1876	Boa Vista	Paraíba	Brazil
1876	Cajapió	Maranhão	Brazil
1876	Rapid City	South Dakota	United States
1877	Billings	Montana	United States
1877	Jaquimeyes	Barahona	Dominican Republic
1878	Coeur d'Alene	Idaho	United States
1878	Colombo	Paraná	Brazil
1879	Vicência	Pernambuco	Brazil
1880	Pierre	South Dakota	United States
1881	Juneau	Alaska	United States
1881	Moose Jaw	Saskatchewan	Canada
1882	Brandon	Manitoba	Canada
1882	Mao	Valverde	Dominican Republic
1882	Restauración	Dajabón	Dominican Republic
1882	Yorkton	Saskatchewan	Canada
1882	Swift Current	Saskatchewan	Canada
1882	Regina	Saskatchewan	Canada
1882	Rio Branco	Acre	Brazil
1883	Saskatoon	Saskatchewan	Canada
1884	Melfort	Saskatchewan	Canada
1886	Vancouver	British Columbia	Canada
1887	Gulfport	Mississippi	United States
1888	Virginia Beach	Virginia	United States
1889	Oklahoma City	Oklahoma	United States
1889	Whiting	Indiana	United States
1890	Ijuí	Rio Grande do Sul	Brazil
1892	Aliança	Pernambuco	Brazil
1892	Catende	Pernambuco	Brazil
1892	Estevan	Saskatchewan	Canada
1892	Guayaramerín	Beni	Bolivia
1892	Restauración	Dajabón	Dominican Republic
1892	Vernon	British Columbia	Canada
1893	Araripina	Pernambuco	Brazil
1893	Catuípe	Rio Grande do Sul	Brazil
1894	Riberalta	Beni	Bolivia
1895	Traverse City	Michigan	United States
1896	Condado	Pernambuco	Brazil
1896	Inhumas	Goiás	Brazil
1896	Miami	Florida	United States
1896	Santa Catalina la Tinta	Alta Verapaz	Guatemala
1897	Jequié	Bahia	Brazil
1897	Nelson	British Columbia	Canada
1898	Tulsa	Oklahoma	United States
1898	Weyburn	Saskatchewan	Canada
1898	Chetumal	Quintana Roo	Mexico
1899	Porto Acre	Acre	Brazil
1900	Afrânio	Pernambuco	Brazil
1903	Lloydminster	Saskatchewan	Canada
1904	Cruzeiro do Sul	Acre	Brazil
1904	Grytviken		South Georgia
1904	Sena Madureira	Acre	Brazil
1904	Xapuri	Acre	Brazil
1906	Cobija	Pando	Bolivia
1906	Feijó	Acre	Brazil
1907	Melville	Saskatchewan	Canada
1907	Tarauacá	Acre	Brazil
1908	São Mateus do Sul	Paraná	Brazil
1909	Estreito	Maranhão	Brazil
1910	Brasiléia	Acre	Brazil
1910	Kindersley	Saskatchewan	Canada
1910	Porto Walter	Acre	Brazil
1910	Villazón	Potosí	Bolivia
1911	Las Vegas	Nevada	United States
1914	Anchorage	Alaska	United States
1929	Pabellón de Arteaga	Aguascalientes	Mexico
1931	Loreto	Zacatecas	Mexico
1935	Yellowknife	Northwest Territories	Canada
1942	Iqaluit	Nunavut	Canada
1955	Freeport	Grand Bahama	Bahamas
1957	Ciudad del Este	Alto Paraná	Paraguay
1957	Rankin Inlet	Nunavut	Canada
1960	Brasília	Distrito Federal	Brazil
1970	Belmopan	Cayo	Belize
1970	Linden	Upper Demerara-Berbice	Guyana
1970	Cancún	Quintana Roo	Mexico
1989	Palmas	Tocantins	Brazil
